tid,name,longtitude,latitude
2996,"kuala lumpur",101.7,3.15972
2997,"tel aviv",34.8,32.0833
2998,"red hook brooklyn",-74.0114,40.6765
2999,"san jose",-121.873,37.3041
3000,"edinburgh",-3.22,55.95
3001,"portofino",9.2,44.3
3002,"orvieto",12.1,42.7167
3003,"brasilia",-47.9196,-15.781
3004,"el calafate",-72.2663,-50.3402
3005,"cuernavaca",-99.2267,18.9178
3006,"doha",51.5333,25.3
3007,"kabul",69.1667,34.5333
3008,"malmo",13.0333,55.5833
3009,"munich",11.5667,48.1333
3010,"new orleans",-90.059,29.9728
3011,"stockholm",18.07,59.33
3012,"diamond district manhattan",-73.9789,40.7568
3013,"inwood manhattan",-73.921509,40.867444
3014,"mont saint-michel",-1.5111,48.6356
3015,"fukuoka",130.403,33.5858
3016,"porto",-8.58333,41.1667
3017,"new york",-74.0064,40.7142
3018,"milan italy",9.19157,45.464
3019,"perth",115.859,-31.9554
3020,"southampton",-1.39609,50.9339
3021,"veracruz",-96.3831,19.4347
3022,"huntington station",-73.4119,40.8533
3023,"placencia",-88.3667,16.5139
3024,"scranton",-75.6628,41.4089
3025,"punta cana",-68.3667,18.5333
3026,"auckland",174.783,-36.85
3027,"agra",78.0167,27.1833
3028,"haditha",42.3781,34.1397
3029,"phnom penh",104.917,11.55
3030,"jamesport",-72.5772,40.9444
3031,"brzezinka",19.1814,50.0447
3032,"milford connecticut",-73.0569,41.2222
3033,"aix-en-provence",5.44722,43.53
3034,"aurland",7.24333,60.8681
3035,"dalian",121.767,39.0333
3036,"vladivostok",131.923,43.1318
3037,"playa zancudo",-83.1467,8.54405
3038,"liberia costa rica",-85.4333,10.6333
3039,"montclair",-74.2094,40.8258
3040,"short hills",-74.3254,40.7479
3041,"bruges",3.23333,51.2167
3042,"ogden",-111.973,41.2231
3043,"limoges",1.25139,45.8192
3044,"malaga",-4.41667,36.7167
3045,"les eyzies-de-tayac-sireuil",1.01805,44.936
3046,"jacksonville",-81.6558,30.3319
3047,"la jolla",-117.277,32.84
3048,"sleepy hollow new york",-73.8589,41.0856
3049,"epidaurus",23.1333,37.6333
3050,"bhopal",77.42,23.25
3051,"crans-montana",7.4828,46.311944
3052,"armacao dos buzios",-41.8819,-22.7469
3053,"amagansett",-72.1442,40.9736
