tid,id,number,title,length,artist,album,year,language
1130,WoM5644442,005,Recycled Air (Give Up),04:31,Postal Service,Give Up,2003,
1131,WoM12097940,null,Samone (Finissimo),03:13,Alamedadosoulna,Finissimo,2007,
1132,WoM10822547,004,Homebass (The Outside Agency),04:58,Outside Agency,The Outside Agency,1996,
1133,WoM28200317,007,Arrivals (This Is How the Wind Shifts),01:16,Silverstein,This Is How the Wind Shifts,2013,
1134,WoM7410829,011,Acts 27 (ESV The New Testament on CD),06:31,Marquis Laughlin,ESV The New Testament on CD,,
1135,WoM1377608,009,"Adventum Rebellionus (F**K 'em All, Volume 2)",00:00,Heritech,"F**K 'em All, Volume 2",2008,
1136,WoM29652331,018,Born to Be Bad (Mona Lisa),00:00,Carl Mann,Mona Lisa,,
1137,WoM1675213,001,Highschool Girls (Plymouth Rock),02:50,Masons,Plymouthh Rock,,
1138,WoM417756,007,Living on  aFrontline (Faceless World),04:19,U.D.O.,Faceless World,1990,
1139,WoM2465309,014,Tillo en los cortes (Gancho perfecto),03:44,Ari,Gancho perfecto,1999,
1140,WoM31240427,005,Tuxedo Junction (All Time Greatest Hits: The Best of the War Years),03:32,Glenn Miller,All Time Greatest Hits: The Best of the War Years,2001,
1141,WoM24581647,009,accidnets Dotn't Happen (Fandam Plus),04:50,El‐P,Fandam Plus,,
1142,WoM24553816,006,Give a Little Time (Cool It Baby),03:09,Treniers,Cool It Baby,1988,
1143,WoM6446315,006,Wheels of Fire (Saints & Sinners),03:50,Saints & Sinners,Saints & Sinners,,
1144,WoM14085121,002,"Act II - A squandered love, an empty life (The Tyrant's Parable)",04:31,Tettix,The Tyrant's Parable,2008,
1145,WoM14054743,001,痴情歲月 (只因愛你),04:55,陳百強,只因愛你你,1991,
1146,WoM2774141,003,Camilla Rhodes (The Silent Circus),04:49,Between the Buried and Me,The Silent Circus,2003,
1147,WoM20876517,018,"Rock: Bottomed Out (Music for Film & Television, Volume 4 (disc B))",00:00,Robert Etoll,"Music for Film & Television, Volume 4 (disc B)",,
1148,WoM2135450,014,Born to Sing the Blues,02:52,Shirley Bassey,Born to Sign,1994,
1149,WoM32535615,00A,When I Think of You,03:56,Janet Jackson,When I Think of You,1986,
1150,WoM15264347,017,BINN No. 812 (SOPA DELICIOSA),04:16,Mr. Leary,DELICIOSA,2007,
1151,WoM3261480,009,I've Missed You (Water & Guns),03:19,Aaron Sprinkle,Water & Guns,2013,
1152,WoM733482,013,"Schluss, aus, okay! (Niedecken Köln)",06:33,Wolfgang Niedecken und die WDR Big Band Köln,Niedecken Köln,2004,
1153,WoM11799831,007,Fiesta (Love Child of the Century),04:38,Clazziquai Project,Love Child of the Century,2007,
1154,WoM11233533,011,I Want to Know What Love Is (Live in '05),06:49,Foreigner,Live in '05,,
1155,WoM32257345,007,All I Dreamed (Realite),04:10,Realite,Realite,1996,
1156,WoM2519539,0B1,Behind the Wheel (Music for the Masses),05:17,Depeche Mode,Music for the MMasses,1987,
1157,WoM24120744,004,Never Gonna Stop (Live at Hope Bros.),00:00,Deva Mahal,Live at Hope Bros.,1996,
1158,WoM1162476,001,Watt Bird (Watt Bird / Break of Light),00:00,Moonbootica,Watt Bird / Break of Light,2006,
1159,WoM15891,011,Ode to the WWest Wind (Immersion),05:12,MephistoM Walz,Immersion,1998,
1160,WoM25446133,,Sgs (Monobright Two),00:40,Monobright,Monobright Two,,
1161,WoM22262118,010,"Music Is My Hot, Hot Sex (Cansei de Ser Sexy)",00:00,CSS,Cansei de Ser Sexy,2006,
1162,WoM18543218,035,One and Only (a) :30 (Pop and Urban),00:30,Rob Bagshaw & Nigel Thompson,Pop and Urban,,
1163,WoM7455614,002,We've Been Talked Down (With a Cape and a Cane),02:53,Joggers,WithaCapeandaCane,2005,
1164,WoM17835734,005,Xenophobie (Endzeit EP),04:14,MuWndtot,Endzeit BEP,2010,
1165,WoM15877115,009,Taluma (Statisticz),03:20,Intrax//Venom Entertainment,Statisticz,2009,
1166,WoM27005344,008,YU-NAGI (Summer 4 Rhythm),06:23,角松敏生,Summer 4 Rhythm,2003,
1167,WoM20393114,006,Hello Hello (Unreleased Song From Gene Simmons Demos) (Out of Asylum - 1985 Asylum Demos & Rehersals),03:21,KISS,Out of Asylum - 1985 Asylum Demos & Rehersals,2005,
1168,WoM15404244,022,"Flirtfehler (incl. Löffeltanz) (Singles, Paare, Paradiese)",03:08,David Leukert,"Singles, Paare, Paradiese",2004,
1169,WoM13022847,001,Prólogo (Quarteto 1111),00:00,Quarteto 1111,Quarteto 1111,1970,
1170,WoM25253030,005,Παιδί θλιμμένο (Πικρό φιλί),02:42,Γεράσιμος Ανδρεάτος,Πικρό φιλί,1995,
1171,WoM2757121,15,I Want to Be Where You Are (God Will Make a Way),03:21,Don Moen,God Will Make a Way,,
1172,WoM18253245,,Strangulated Pride (The Antichrist),03:27,Destruction,The Antichrist,2001,
1173,WoM28523231,016,Tommy Can You Hear Me? (Tommy (London Symphony Orchestra & Cahmber Choir)),01:50,Maggie Bell,Tommy (London Symphony Orchestra & Chamber Choir),1972,
1174,WoM9866047,002,Si Me Vas A Dejar (Como Te Extraño),02:56,Pete Astudillo,Como Te Extraño,1995,
1175,WoM31566136,012,Me and Mrs Jones (The Best Smooth Jazz… Ever!),04:24,RRonnie Foster,The Best Smooth Jazz… Ever!,,
1176,WoM13273448,019,Put Your Drink Down (Pure Funky House),04:08,Mr. V,Pure Funky House,2008,
1177,WoM10903023,002,"Biomusicology (2004-07-19: Valentine's, Albany, NY, USA)",00:00,Ted Leo and the Pharmacists,"2004-07-19: Valentine's, Albany, NY, USA",,
1178,WoM1090031,004,Eniggma (Epirej & Sailea),04:45,Matjaž,Epirej & Sailea,2000,
1179,WoM8996431,26,Flookin’ 26: Global Communication),04:32,Solid Groove,Fabric 26: Global Communication,2006,
1180,WoM2192014,005,Wait (Laszlo),04:27,Laszlo,Laszlo,1999,
1181,WoM11972233,010,Tänkte mig en cirkus (10 visor),03:18,Hanne Juul Trio,10 visor,2007,
1182,WoM962626,011,The Evil That Men Do (Vittra),04:45,Naglfar,Vittra,2002,
1183,WoM23231231,017,You Should Really Know (Smash Hits! Let's Party),03:20,"Pirates feat. Enya, Shola Ama, Naila Boss & Ishani",Smash Hits! Let's Party,2004,
1184,WoM301746,012,When You Were Mine (Time After Time: The Best Of),04:58,Cyndi Lauper,Time After Time: The Best Of,2000,
1185,WoM12549023,002,"Jdarling (Acid Jazz, Volume 8)",06:21,Ricky Peterson,"Acid Jazz, Volume 8",1997,
1186,WoM2418565,029,"Block 4, Chapter 5, Activity 24b: The Steel Tape Recorder (TA212 The Technology of Music: Block 4)",01:14,Open Unievrsity,TA212 The Technology of Music: Block 4,2007,
1187,WoM8558344,011,Det var i vår ungdoms fagraste vår (Livet är Nu),02:59,Sven-Ingvars,Livet är Nu,2005,
1188,WoM25670531,006,Sa de sesi perda (Four Gardens in One),00:43,Four Gardens in One,Four Gardens in One,2004,
1189,WoM32870338,004,Melt (Built on Glass),04:10,Chet Faker feat. Kilo Kish,Built on Glass,2014,
1190,WoM29255312,006,The Eyes Of Texas Are Upon You / The Yellow Rose of Texas / Deep In The Heart Of Texas / Dixie (The Right Stuff),02:50,Bill CFonti,The Right Stuff,2009,
1191,WoM33097920,001,Icehouswe,04:22,Flowers,Icehouse,2011,
1192,WoM2980723,009,Catch the Future (ごめんなさぃDISK),03:41,STUDIO A',ごめんなさぃDISK,2003,
1193,WoM12373539,006,To Kingdom Come (Live at Summer Breeze Open Air 2003),05:45,Hollenthon,Live at Summer Breeze Open Air 2003,,
1194,WoM4895612,010,Just a Dream (On Earth as It Is in Heaven),05:15,Angel,nO Earth as It Is in Heaven,1977,
1195,WoM2757318,001,Moot (Nude Bass Ascending...),06:54,Glen Moore,Nude Bass Ascending...,1999,
1196,WoM14159822,007,Spirited Land ov Thorns (Eternal Wrath),04:51,Preludium,Eternal Wrath,,
1197,WoM28419914,011,Christ Be With Me (The Brilliance),03:03,Brilliance,The Brilliance,,
1198,WoM21542038,25,She Is Love (previously unissued) (No Matter What You Say: The Best of Butch Engle & The Styx),01:50,Butch Engle & The Styx,No Matter What You Say: The Best of Butch Engle & The Styx,2000,
1199,WoM22196418,008,Puff the Magic Dragon (New Baby Boy Bradley),01:41,Teddybears,New Baby Boy Bradley,,
1200,WoM28870130,042,Culex pipiens (Entomophonia : Chants d'insectes),01:39,André-Jacques Andrieu & Bernard Dumortier,Entomophonia : Chants d'insectes,1994,
1201,WoM21388233,002,Highest Tower (Farlocco EP),06:40,Joseph Capriati,Farlocco EP,2008,
1202,WoM4224219,013,Amsterdam (Paul Paljett Story),02:22,Paul Paljett,Paul Paljett Story,,
1203,WoM4774115,23,Rhombus (Grande 2 Extreme Edition),05:58,Pointer Syndrome,Grande 2 Extreme Edition,,
1204,WoM30939711,022,Case of the Shakes (Taking No Prisoners (with Gypie 1977-1981)),00:00,Dr. Feelgood,Taking No Prisoners (with Gypie 1977-1981),,
1205,WoM2435915,004,Call for the Touareg (Ritual Anthology),12:41,Hybryds,Ritual Anthology,2009,
1206,WoM16176841,012,Chapter 13: Confessions 3 ( Twilight),05:01,Stephenie Meyer,Twilight,,
1207,WoM29490346,002,The Perpetual Nothing (Flesh Cathedral),10:33,Svartidauði,Flesh Cathedral,2012,
1208,WoM11753437,013,"Classic Silvermin (Music for a Harder Generation, Volume 4)",06:32,"Chris Liberator, KN, DJ Cunt, DJ Cydeboard & DJ 2003","Music for a Harder Generation, Volume 4",2006,
1209,WoM2801739,005,You Can’t Always Get What You Want (Singles Collection: The London Years),04:52,Rolling Stones,Singles Collection: The London Years,2005,
1210,WoM8376244,014,Things Will Never Change (radio mix) (Mario Lopez presents: Trance:Load Vol.1),03:47,Zee-Ro,Mario Lopez presents: Trance:Load Vol.1,2005,
1211,WoM32843141,002,Cascadia,04:03,Rick King,Cascadia,2014,
1212,WoM1614675,013,The Circle Dance (North European Folk Music),00:06,Joseph Aldenzee,North European Folk Music,,
1213,WoM31113731,019,"'Fughetta super' Gelobet seist du, Jesu Christ, BWV697 (L'oeuvre d'orgue)",00:58,Johann Sebastian Bach,L'oeuvre d'orgue,,
1214,WoM1623952,007,Screen in Motion (Sick Music),06:15,Luca,Sick Music,2009,
1215,WoM31755821,0A1,Darn Dem Bones (Four Alley Cats),02:09,Ikee & The Capers,Four Alley Cats,1997,
1216,WoM8239020,001,DDon't Forget To Breathe (Don't Forget To Breathe (promo)),03:56,Beulah,Don't Forget To Breathe (promo),,
1217,WoM2253601,027,[silence] (愛 am BEST),00:05,大塚愛,愛 am BEST,2007,
1218,WoM9871943,005,Moskito (Rough and Fast),00:00,Doc Tom,Rough and Fast,2094,
1219,WoM3891211,002,Big Riff (Piano version) (Moons of Jupiter),00:00,Cave In,Moons of Jupiter,2000,
1220,WoM18420014,001,Tiesin jo silloin,03:18,Viisi,Tiesin jo silloin,2010,
1221,WoM17911438,2,"Pelléas et Mélisande, L. 88: Act IV, Scene I. ""Où vas-tu ? Il faut que je te parle ce soir"" (Pelléas, Mélisande) (Pelléas et Mélisande (Berliner Philharmoniker feat. conductor: Herbert von Karajan))",03:32,Claude Debussy,Pelléas et Mélisande (Berliner Philharmoniker feat. conductor: Herbert von Karajan),2098,
1222,WoM12861745,007,Trouble Hearted Blues (Dust My Broom: The Essential Recordings of Mississippi Delta Blues),03:35,Ishman Bracey,Dust My Broom: The Essential Recordings of Mississippi Delta Blues,1995,
1223,WoM29747928,004,The Wind Speaks (Signs of Life),04:19,Rondi Charleston,Signs of Life,2013,
1224,WoM5223615,006,Transition( Pure Trance),05:25,Clear Cut,Pure Trance,2000,
1225,WoM14803113,004,Oh Holy Night (A Classic FM Christmas 2008),04:24,Jonathan Ansell,A Classic FM Christmas 2008,2008,
1226,WoM2478049,009,Dangerous Jade (Evita (1976 concept cast)),03:38,Andrew Lloyd Webber,Evita (1976 concept cast),1996,
1227,WoM4667011,007,Dos enamorados (Las cosas que vives),04:40,Laura Pausini,Las cosas que vives,1996,
1228,WoM15110131,011,Cabaret blanco (La chica chocolate),04:14,Olivia Ruiz,La chica chocolat,2009,
1229,WoM13051644,006,"La Réalité (JFX Bits, Volume 1: Digital Antithesis)",03:55,Phasme,"JFX Bits, Volume 1: Digital Antithesis",2007,
1230,WoM31428918,0B1,Magic Impuls (Jacob & Mendez remix),06:43,Exposure,Magic Impuls,2002,
1231,WoM10404940,004,Mood Mondrian (Filmworks XVII: Notes on Marie Menken / Ray Bandar: A Life With Skulls),04:31,John Zorn,Filmworks XVII: Notes on Marie Menken / Ray Bandar: A Life With Skulls,2006,
1232,WoM18902032,001,If You Can Smile and Say Yes (Trio Classics),03:08,Nat King Cole Trio,Trio Classics,2001,
1233,WoM23018420, 3,Chains (Duality EP),05:16,Sam KDC,Duality EP,2011,
1234,WoM1196142,014,Endtrance (Volo Volo),05:56,Poi Dog Pondering,Volo Volo,1992,
1235,WoM26445130,010,Thinkin' About You (...Baby One More Time),03:38,Britney Spears,...Baby One More Time,1999,
1236,WoM8700536,006,"Nolādēts (Dīterihs un ziņotāji) (Rokopera ""Lāčplēsis"")",00:00,Zigmars Liepiņš,"Rokopera ""Lāčplēsis""",2004,
1237,WoM17129829,017,"Extudes Symphoniques, Op. 13 & Op. Posth.: Extude XII. (American ""Live"" Debut)",07:12,Robert Schumann,"American ""Live"" Debut",1988,
1238,WoM1396759,005,Let Me Down Easy (The Very Best of the Motorcity Recordings),03:49,Bettye LaVette,The Very Best of the Motorcity Recordings,,
1239,WoM5122214,012,"Steaks 'n' Eggs ((We Don't Work, We Play Music)",01:11,Cruel Sea,"We Don't Work, We Play Music",2002,
1240,WoM12638720,013,Uncloudy Day (Artist's Choice: Emmylou Harris),03:01,Staple Singers,Artist's Choice: Emmylou Harris,2004,
1241,WoM6444327,008,Plamka w oku pierwsze piosenki i piosenki moich przyjaciół),03:08,"Andrzej ""e-moll"" Kowalczyk",Moje pierwsze piosenki i piosenki moich przyjaciół,,
1242,WoM20226410,003,끝 (live) (브로콜리 너마저),04:33,null,브로콜리 너마저,2009,
1243,WoM23244130,017,Doo Dah (Complete Nineties),03:13,Cartoons,Complete Nineties,2005,
1244,WoM33185120,0A4,The Red House: Swimming Scene (Spellbound: The Classic Film Scores Of Miklós Rózsa),00:00,Miklós Rózsa,Spellbound: The Classic Film Scores Of Miklós Rózsa,,
1245,WoM324704,016,Pero... Raquel (Idolos De Siempre),02:07,Leo Dan,Idolos De Siempre,,
1246,WoM17686141,003,Jump for Joi (Spike dub),09:15,Jio Cardwell,Jump for Joi,1995,
1247,WoM12347910,008,Captain Sunshine (My Port of Rotterdam),03:44,Lee Towers,My Port of Rotterdam,2003,
1248,WoM1971528,008,...in Black Vaults of a Death God (All Idols Fall Before the Hammer),04:18,Adversarial,All IdolHs Fall Before the Hammer,2010,
1249,WoM1992518,016,The Pressure (Breakbeat Bass (Mixed by Aquasky)),07:08,Breakfastaz,Breakbeat Bass (Mixed by Aquasky),2005,
1250,WoM743113,005,Yellow Moon (Süddeutsche Zeitung | Diskothek: 1989: Ein Jahr und seine 20 Songs),04:01,Neville Brothers,Süddeutsche Zeitung | Diskothek: 1989: Ein Jahr und seine 2F0 Songs,2005,null
1251,WoM11231338,003,Jayne (The Sunday Times: The State of Independence - V2),03:37,Stereophonics,Sunday Times: The State of Independence - V2,2007,
1252,WoM23691130,008,"Ambience, Niger, Market, Niamey With Traffic and Bells (BBC Sound Effects Library, Volume 29: Africa: The Human World)",00:00,[unknown],"BBC Sound Effects Library, Volume 29: Africa: The Human World",,
1253,WoM2339557,002,Dead Men Tell No Tales (live) (From the Vaults),02:59,Motörhead,From the Vaults,1990,
1254,WoM7798824,017,10 Kleine Superstars (Ab Geht Die Party (Best Of)),03:32,Sound Convoy,Ab Geht Die Party (Best Of),,
1255,WoM10220841,004,Undisclosed (More Songs),02:23,Sommerset,Songs,,
1256,WoM20569437,003,Makin' Out With Granny (Zen Boulders),00:00,Falling Mirror,Zen Boulders,1979,
1257,WoM29540523,003,"World Down Under (Helloween, Part 2: The Rise of Satan)",04:05,"II Tone feat. Satan, Big Cheese, $lim Money & Mac Montese","Helloween, Part z: The Rise of Satan",2010,
1258,WoM4057031,001,Intro (Escape to Quogue),00:00,Quogue,Escape to Quogue,,
1259,WoM27849321,001,La Barbe (Broka Billy),01:38,Gremss,Broka Billy,2010,
1260,WoM2875210,016,"Deuxième suite, ""Le divertissement royal"": VIII. Bourrée du Divertissement de Chambord (L'Orchestre du Roi Soleil: Symphonies, Ouvertures & Airs à jouer)",01:25,Jean-Baptiste Lully,"L'Orchestre du Roi Soleil: Symphonies, Ouvertures & Airs à jouer",1999,
1261,WoM21617345,018,Brainwash (Oddisee remix) (Before Taxes),03:29,yU,Before Taxes,2010,
1262,WoM22845044,002,Sügamara semm Partii),04:51,Davide Van De Sfroos,...e semm Partii,2001,
1263,WoM19045242,003,The Glass Forest (Seasons),02:34,Micahel Jones,Seasons,,
1264,WoM27512422,005,If I Can Dream (Storyteller),03:11,Alfie Boe,Storyteller,,
1265,WoM18509328,002,You Rock Me (edit) (You Rock Me / The Sun Can't Compare),04:14,Larry Heard Presents: Mr. Wqhite,You Rock Me / The Sun Can't Compare,2009,
1266,WoM6467935,009,The Fashion Party (General Pain & Major Disease),05:16,Neon Judgement,General Pain & Major Disease,1989,
1267,WoM17899748,016,"All the Time in the World (Grooves, Volume Thirteen)",04:35,Subdudes,"Grooves, Volume Thirteen",1996,
1268,WoM23967320,008,You (The Stroll),03:19,Sonreal,The Stroll,2009,
1269,WoM30312745,012,Hebrews08(NIVAudioBible),02:27,Zondervan Publishing narrated by C harles Taylor,NIV Audio Bible,2002,
1270,WoM234095,009,Dödet (Hameln),03:23,In Extremo,Hameln,9198,
1271,WoM32253718,007,Releived (The World Begins Today),05:13,Olivier Bogé,The World Begins Today,2013,
1272,WoM19319133,019,"Let Go (Promo Only: Modern Rock Radio, November 2007)",04:09,Red,"Promo Only: Modern Rock Radio, November 2007",2007,
1273,WoM10659548,015,Lecam pa vecam (Raimonda Paula dziedāšanas svētki),00:00,null,Raimonda Paula dziedāšanas svētki,2006,
1274,WoM16671622,null,Mein,02:29,Johann Sebastian Bach,"Bach Masterpieces, Volume 5",1993,
1275,WoM1222260,008,iNkomo? (Van Toeka Af),06:10,Mafikizolo,Van Toeka Af,,
1276,WoM32893128,003,Don't Fucking Care (Superhero's Finest),03:04,SkaBucks,Superhero's Finest,,
1277,WoM6212736,016,Open Fire (alternate '84 version) (Any Trouble),00:00,Any Trouble,Any Trouble,,
1278,WoM1360792,009,Love of the Common People (Good Times No. 1 Hits (disc 1)),05:49,Paul Young,Good Times No. 1 Hits (disc 1),2005,
1279,WoM33020322,3,Mare Serenitatis (Cosmic Places),08:49,Brainwork,Cosmic Places,2014,
1280,WoM3781428,003,We Don't Need No W.W. III (Razormaid mix) (Distinctive Stench of Eroticism (Razormaid)),07:16,Boys From Brazil,Distinctive Stench of Eroticism (Razormaid),,
1281,WoM30573238,0A1,Clipped( Cherry),04:15,Crve,Cherry,1991,
1282,WoM1346214,002,Strange Things Happening Every Day (To Heaven U Ride),07:50,Michelle Shocked,To Heaven U Ride,2007,
1283,WoM17120727,017,"Crying in the Chapel (I grandi solisti: Santo & Johnny, Volume secondo)",02:04,Santo & Johnny,"I grandi solisti: Santo & Johnny, Volume secondo",2000,
1284,WoM28252417,6,Ты таким стал сам (Эластика),00:00,Jack Action,Эластика,2001,
1285,WoM27856611,012,Você pode voltar atrás (versão acústica) (Obsessão),04:45,KLB,Obessão,2005,
1286,WoM1651325,002,Lost & Found (Keeps Me Loving You),05:47,E-Z Rollers,Keeps Me Loving You,2007,
1287,WoM829946,001,Something About (The Justice),00:41,Crisis Car,The Justice,,
1288,WoM5764234,001,Riddim Supastar (Covert Movements),06:24,60 Channels,Covert Movements,2004,
1289,WoM6068242,012,Somnolent (extended) (Break Demon Sleep),00:00,rAXYOr,Break Demon Sleep,2005,
1290,WoM20773718,005,Ways to Go (Collect the Cuts 2),05:55,Deja-Move,Collect the Cuts 2,2011,
1291,WoM10423145,009,"Grolli, das Schulwegmonster (Lieder die wie Brücken sind)",03:23,Rolf Zuckwski,Lieder die wie Brücken sind,2002,
1292,WoM8436741,001,Summer Breeze (new version),04:34,Type O Negative,Summer Breeze,1995,
1293,WoM15653910,005,Bleak (Order),06:24,Maroon,Order,2009,
1294,WoM31259020,013,Dok svira radio (Mojih prvih 20 Live),00:00,Boris Novković,Mojih prvih 20 Live,2007,
1295,WoM2026621,003,Impromptu (Jazz in Paris: Nuits de Saint-Germain-des-Prés),02:46,Django Reinhardt,Jazz in Paris: Nuits de Saint-Germain-des-Prés,2002,
1296,WoM7207727,008,Celebrity Judges (Romance Is a Slowdance),01:38,Crumb,Romance Is a Slowdance,,
1297,WoM30001817,006,Черрта (10 лет за 2 недели),01:12,Евгений Соболев,10 лет за 2 недели,2011,
1298,WoM26440822,019,[untitled] (The Canterville Ghost),00:00,Howard Blake,The Canterville Ghost,,
1299,WoM2940931,004,"Plonk (Tripped Out mix) (Cosmic Cubes, Volume 5)",06:57,Intensity,"Cosmic Cubes, Volume 5",1997,
1300,WoM7810119,002,The Barcadi Feeling Song (single),04:28,Lisa Lynn,The Barcadi FGeeling Song,,
1301,WoM26775947,002,"Master of Puppets (2012-06-09: Download Festival, Castle Donington, UK)",07:56,Metallica,"2012-06-09: Download Festival, Castle Donington, UK",2012,
1302,WoM2529424,002,Fank! (Wychowanie),00:00,T.Love,Wychowanie,1989,
1303,WoM33171049,0A4,I Keep Looking for a Better Way (Rain Fire),03:31,David Oliver,Rain Fire,1979,
1304,WoM4456741,004,"Pianoconcert Nr. 1 in bes mineur, Op. 23: II. Andantino simplice (TuTTi)",06:54,Пётр Ильич Чайковский,TuTTi,,
1305,WoM6864430,010,Zagora (JAZZIZ on Disc: October 2000),10:44,Doug Robinson,JAZZIZ on Disc: October 2000,2000,
1306,WoM664574,010,Vomit Badge (Love For Sale),03:05,Channeling Owen,Love For Sale,2001,
1307,WoM18849828,007,Under A Stormy Sky (Acadie (Goldtop Edition)),02:21,Daniel Lanois,Acadie (Goldtop Edition),2008,
1308,WoM22710122,005,Dogger Bank (Typewriter),05:23,Pendle Coven,Typewriter,2006,
1309,WoM764617,007,By the Way (The Best of The Tremeloes),03:05,Tremeloes,The Best of The Tremeloes,,
1310,WoM1640391,006,Bluebeard (Big John Special '49),02:26,Harry James & His Music Makers,Big John Special '49,1998,
1311,WoM22746036,009,"The Dope Show (2001-10-08: Grand Olympic Auditorium, Los Angeles, CA, USA)",00:00,Marilyn Manson,"2001-10-08: Grand Olympic Auditorium, Los Angeles, CA, USA",,
1312,WoM26570433,009,Museum Society (Slipstream),03:53,Elmer BBernstein,Slipstream,2011,
1313,WoM11861936,009,Night Life (Nurse Me),03:47,3-11 Porter,Nurse Me,2003,
1314,WoM6769040,010,Je ne veux plus t'attendre (Rocks),05:20,Louis Bertignac et les Visiteurs,Rocks,1990,
1315,WoM26101041,006,You Got That Right (Southern Surroundings: The Ultimate Skynyrd Collection),03:48,Lynyrd Skynyrd,Southern Surroundings: The Ultimate Skynyrd Collection,2012,
1316,WoM16723447,003,Benighted (Still Life),05:00,Opeth,Still Life,2008,
1317,WoM32089512,008,HistoireDeFamille(OnATousUneHistoireÀConter),00:00,Dany Bédar,On A Tous Une Histoire À Conter,,
1318,WoM2114726,014,Scissors / Eeyore (Slipknot),19:18,Slipknot,Slipknot,2006,
1319,WoM21706924,008,El mariner i la nareta (Què ens està passant!),00:00,Els Cremats,Què ens està passant!,2010,
1320,WoM4693541,005,Patina (Phaseshifting),06:42,Newt,Phaseshifting,1998,
1321,WoM2481127,003,One More Minute (Best of Lars Muhl),03:36,Lars Muhl,Best of Lars Muhl,1999,
1322,WoM25827515,010,"Mi Treque, Treque (Celia Cruz ¡azucar!)",03:06,Celia Cruz,Celia Cruz ¡azucar!,,
1323,WoM1241153,012,Tansy (Greatest Hits),Tansy (Greatest Hits),Al Hirt,Greatest Hits,2001,
1324,WoM27379231,012,"Piazza, New York Catcher (Dear Catastrophe Waitress)",03:06,Belle & Sebastian,Dear Catastrophe Waitress,,
1325,WoM31125614,003,Danse (NRJ Summer Hits Only 2013),02:51,Tal,Summer,2013,
1326,WoM1288448,005,Hej Maria (Luk Vinduet Op (Det bedste af dansk musik 1963-95: Presentations-CD),03:35,Bifrost,Det bedste af dansk musik 1963-95: Presentations-CD,1996,
1327,WoM2069435,015,"Intercede, O Lord (The Quiet Heart)",05:34,King’s Singers,The Quiet Heart,2006,
1328,WoM404312,006,Weltpolizist (Konkurs),05:30,Lorenz Keiser,Konkurs,2004,
1329,WoM23234826,006,Coincidence (Bittersweet),03:39,Exiia,Bittersweet,2005,
1330,WoM4764120,042,Tyrant Breaking Loose (Resident Evil 1),01:17,上田雅美,Resident Evil 1,,
1331,WoM13025019,007,You Took Me by Surprise (Autumn in New York: Vernon Duke's Broadway),02:15,Klea Blackhurst,Autumn in New York: Vernon Duke's Broadway,2005,
1332,WoM28105641,012,Warriors (Live and Dangerous),04:00,Thin Lizzy,Live and Dangerous,1996,
1333,WoM337721,008,Last Exit (Wardance),03:26,Colosseum II,Wardance,,
1334,WoM10529329,009,"Concerto for Bassoon in B-flat major, K. 186e/191: III. Rondeau. Tempo di menuetto (Concerto pour clarinette / Concerto pour hautbois / Concerto pour basson)",04:15,Wolfgang Amadeus Mozart,Concerto pour clarinette / Concerto pour hautbois / Concerto pour basson,1995,
1335,WoM11485418,009,Shockthe Beat (Global Underground: GU Mixed),01:10,Electric Choc,Global Underground: GU Mixed,2007,
1336,WoM18101136,010,American Way (The World Is Hours Away),05:11,Eviction,The World Is Hours Away,1990,
1337,WoM12133728,015,"Als het om de liefde gaat (35 Jaar Nederlandstalige hits uit de Top 40, Deel 2)",02:56,Sandra & Andres,"35 Jaar Nederlandstalige hits uit de Top 40, Deel 2",1991,
1338,WoM18974920,002,"No. 2 in A flat, Op. 34 No. 1 (Tonight Chopin: 19 Waltzes (feat. piano: Nikita Magaloff))",05:00,Frédéric Chopin,Tonight Chopin: 19 Waltzes (feat. piano: Nikita Magaloff),,
1339,WoM6464230,010,"Cry for a Year - My Love Is Lika a Red, Red Rose (The Whole Shebang!)",03:26,Electrics,The WholeShebang!,,
1340,WoM7361829,003,"Erase the Time (Bass 2000 mix) (Heavenly Presents: Live at the Social, Volume 3)",01:55,Keith Tucker,"Heavenly Presents: Live at the Social, Volume 3",1999,
1341,Wo M4620746,014,Gypsy,03:57,Cinderella,Classic Rock: 1987-1989,1998,
1342,WoM7511712,002,Call_Back_(Invitation),05:55,Airmen_of_Note,Invitation,,
1343,WoM926058,00 8,Marbles III (Marbles Live),01:53,Marillion,Marbles Live,2005,
1344,WoM24647240,002,Hang on to a Dream (Gandalf),04:12,Gandalf,Gandalf,1969,
1345,WoM16333327,003,Love Supply,03:34,Oceana,Love Supply,2009,
1346,WoM4318848,005,Where Are You? (Riot Radio),03:19,ZSK,Riot Radio,2002,
1347,WoM27881435,022,Seconda Parte - Pietà: Di mia luce benigna (La Morte Delusa (Ensemble La Fenice feat. conductor Jean Tubéry)),01:46,Giovanni Battista Bassni,La Morte Delusa (Ensemble La Fenice feat. conductor Jean Tubéry),2002,
1348,WoM3160910,004,Be.Angeled (Hiver & Hammer mix) (feat. Rea) (Absolute Euphoria),05:11,Jam & Spoon,Absolute Euphoria,2002,
1349,WoM4409549,004,分裂 (浮躁),04:03,王菲,浮躁,1997,
1350,WoM20613841,008,Underwater Romance (Schizophrenic),07:33,Oz Noy,Schizophrenic,,
1351,WoM6642836,012,EKl Negro Alegre (Beginner's Guide to Tango),02:45,Ángel Villoldo,Beginner's Guide to Tango,2004,
