tid,id,number,title,length,artist,album,year,language
8329,2051514MB-01,12,Think - Disco de apoyo a Thomas Miller-El,3.933,Hechos contra el decoro,,'02,Spanish
8330,3027770MB-01,2,Get on My Camel (vocal mix by Major Boys) (feat. Charlotte),,Paul Johnson,Get on My Camel,'99,EngliTsh
8331,30110613MB-01,2,Power in the Blood - Transfusion,8.433,Alabama 3,,,English
8332,38958718MB-01,12,Si Vivir Contigo - Salsa Exclusiva,4.617,Oscar Y La Fantasía,,'06,Spanish
8333,3207486MB-01,5,透明傘 - 恋手紙,5.542,奥華子,,'08,Japanese
8334,63245222MB-01,3,New York Sketchbook - A Modern Jazz Symposium of Music and Poetry With Charles Mingus,8.92,Charles Mingus,,'05,Engliish
8335,1277795MB-01,10,What Difference Does It Make? - Wonderful Woman,3.678,Smiths,,,English
8336,10603418MB-01,11,Restless - Collection,3.779,Flash nad  the Pna,,,English
8337,4165220MB-01,26,Bollywood Link - World Beats: India Middle East,0.383,Rick Cassman & Vyv Hope-Scott,,,English
8338,3454195MB-01,8,Six Cold Feet of Ground - Make Lists Do Something,,Magic Arm,,'09,English
8339,6736374MB-01,5,"Symphony no. 2, op. 27 ""Pastoral"": III. Scherzo: Vivo assai - Mass ""Et in terra pax"" / Symphony no. 2",7.383,Александр Тихонович Гречанинов,,'96,English
8340,46011410MB-01,2,Crusin' - Rock 'n' Roll Party: Honoring Les Paul,2.228,Jeff Beck feat. Darrel Higham,,'11,English
8341,30895615MB-01,4,Mambo pa' Kanoa - Roots Propaganda,3.305,Paul Carlon Octet,,,[Multiple languages]
8342,5846424MB-01,7,Nachwort - Never Let It End,,Albert Mangelsdorff Quartet,,,
8343,6573785MB-01,23,Nod Off (Version 1) - aFntastic Spikes Through Balloon,2.834,Skeleton Key,,'97,English
8344,37400820MB-01,5,Daybreak - Meridian,4.75,Mank,,'04,English
8345,4242097MB-01,6,unnown,4.4,Sorg Uten Tårer,,'07,English
8346,56814621MB-01,8,Métisse (S) (live in Paris) - Live 8: One Day One Concert One World,,Yannick Noah --- Disiz la Peste,,'05,[Multiple languages]
8347,39113110MB-01,3,Night Dance - Mistico,3.967,Johannes Linstead,,,[Multiple languages]
8348,15079115MB-01,5,Enter Sandman - Scream For Me Bradford,5.196,Severance,,'04,English
8349,4849174MB-01,4,Bende Can,unk.,Yurdal Tokcan,Bende Can,,
8350,2784372MB-01,4,Dziękuje Ci Jah - jednosłowo,6.3,Tabu,,'06,[Multiple languages]
8351,43497217MB-01,3,Lifework - HERO -Original Sound Track,1.399,服部隆隆之,,,Japanese
8352,5642990MB-01,14,Finish Line (30 second) - Progressive House,0.5,"Sami O. Liuski, David Felton & Sample Magic",,,English
8353,28822221MB-01,9,"Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Köln, feat. director: Philippe Herreweghe) - Trésors d'Archiv: The Best Early Music Recordings",14.2,Jean Gilles,,'95,[Multiple languages]
8354,2217795MB-01,5,Send for You - The Army of Freshmen,3.367,Army of Freshmen,,'03,English
8355,3056653MB-01,9,Un Héroe Real [Tema Original para la película Robots] - Aleks Syntek 20 99-09,4.422,Aleks Syntek,,'08,Spanish
8356,5518891MB-01,2,Rebel Rebel (truncated) - VH1 Storytellers,3.233,David Bowie,,'09,English
8357,7148680MB-01,9,Burn Baby Burn - Welcome to the New,3.862,MercyMe,,'14,English
8358,67017819MB-01,2,CB (Radio Edit) - All Those Moments,5.217,Mooryc,,'12,English
8359,71636817MB-01,B1,Suck My Left One - Bikini Kill,2.4,Bikini Kill,,'12,English
8360,683113MB-01,4,Stories to Tell  The Collection,3.811,Stanley Clarke,,'90,Engllish
8361,6043166MB-01,12,Old Bangum - The Bill Hilly Band,2.767,Bill Hilly Band,,'00,
8362,25476212MB-01,1,Bist Du Bei Mir - Mimi Coertse Uitvoering-Recital,2.64,Mimi Coertse,,'07,[Multiple languages]
8363,59193619MB-01,6,Ljósker - The Last Inch of Snow to Fall,4.416,Mó sslonnrós,,,English
8364,52971418MB-01,5,Pieśń pierwszomajowa - Piosenki z trumienki 1965-2002,3.617,Maciej Zembaty,,'05,Polish
8365,3976430MB-01,10,A6/9 - Am7 - Videofernunterricht Rockgitarre: Level 3,3.402,newmusic.academy,,'05,English
8366,72467616MB-01,4,Lenny Bruce - Shot of Love,4.533,Bob Dylan,,'81,
8367,27760822MB-01,9,Cheating Heats - We Start Fires,3.583,We Start Fires,,'07,English
8368,5118695MB-01,12,Concierto para violin y oboe / III. Allegro - Tutto Barroco,2.332,Antonio Vivaldi,,'04,Spansh
8369,4807394MB-01,3,Riding the Rainbow - The Complete Elvis Presley Masters,1.617,Elvis Presley,,'10,n.a.
8370,2934784MB-01,3,Like the Star - Discovery on Pink Planet,,Izul,,'04,English
8371,7466814MB-01,10,"Battery - 1991-11-03: Detroit Bad Boys: Detroit, MI, USA",8.424,Metallica,,,English
8372,43319213MB-01,7,Szerencsejátékosok - Forradalom Rt.,3.967,Kowalsky  meg a Vega,,'06,Hungarian
8373,28044320MB-01,4,De Noorderwind (Instrumentaal) - Karaoke,3.6,Will Tura,,,Dutch
8374,3220603MB-01,11,"Romances sans paroles, op. 30: no. 5 en ré majeur: Andante grazioso",1.639,Felix Mendelssohn,Romances sans paroles,'92,French
8375,933796MB-01,2,家 II - 羅大佑自選輯,4.7,周華健,,,Chinese
8376,831073MB-01,9,Everyday ( DJ Gregory remix) - Space Ibiza 2003,6.137,John Ciafone,,'03,English
8377,42956921MB-01,11,The Beach - The Hundred in the Hands,2.833,Hundred in the Hands,,'10,English
8378,66357819MB-01,1,Baby One More Time - Absolute 90's,null, Britney Spears,,'08,[Multiple languages]
8379,11558315MB-01,10,Eddie's Rubber Band - Hook & Sling,2.901,Eddie Bo,,,
8380,3393583MB-01,4,レベル - ハヴァナイスデー,,UNICORN,,'07,Japanese
8381,6699998MB-01,3,Looking 4a Girl Like U - Law and Order,5.15,Jonathan Rado,,'13,English
8382,10555517MB-01,2,Little Fluffy Clouds - Amberdelic Space,4.073,Orb,,'96,English
8383,22471520MB-01,4,(That's,5.8,Too $hort,,'92,English
8384,7087292MB-01,2,Dude - RetroHash,3.92,Asher Rkoth feat. Curren$y,,'14,English
8385,6885449MB-01,3,比永遠還要久 - 戒不掉,4.267,庾澄慶,,'06,Chinese
8386,2164555MB-01,1,Black Night - Kneipenhits: 70's Party,3.433,Deep Purple,,'06,Engilsh
8387,9881222MB-01,4,"Caned - Fish Grooves, Volume 1: Advanced Beats From The Deep",4.667,Dynamite,,'98,English
8388,28929319MB-01,10,Ljubav ne stanuje tu - The best of,3.767,Colonia,,,Croatian
8389,6755148MB-01,23,"Les Concerts Royaux (1722), Quatrième Concert: V. Sarabande (Très tendrement)",2.917,François Couperin,Les Concerts Royaux,,
8390,4907352MB -01,6,Vilipendio - Cattivi guagliuni,4.55,99 Posse,,'11,Italian
8391,36439518MB-01,62,Construction Kit: One Shots: Whole Note OS 07 G# - Sony Sound Series: Loops & Samples: Bass X,,Groove Addicts,,,English
8392,34526921MB-01,6,Maniac Moshers - Hintergarten,3.285,Hannu,,'09,[Multiple languages]
8393,256056901,13,Pinball - One Hit Wonders,3.069,Brian Protheroe,,'03,English
8394,64485115MB-01,13,I Can Tell (live) - All Through the City (With Wilko 1974-1977),2.817,Dr. Feelgood,,'13,English
8395,In Zeiten wie diesen - Belastendes Material,8,In_Zeiten_wie_diesen_-_Belastendes_Material,4.629,Massiv in Mensch,,'01,German
8396,5246542MB-01,3,Pond of Tears - Alice in Wonderland,2.75,Neuschwanstein,,'10,English
8397,45710716MB-01,7,Apologize - The Voice Of Holland - The Songs,2.233,Charlotte Ten Brink,,'10,English
8398,70441416MB-01,15,"Molienda Café - Pure Latin, Volume 2",2.941,MINA,,,Spanish
8399,1648641MB-01,9,Rock Island Line - Blús fyrir Rikka,4.779,Bubbi Morthens,,'86,Icelandic
8400,13264118MB-01,7,Good Life (Unity remix) - Testament 93,7.046,Inner City,,'93,English
8401,65461611MB-01,11,Wedding Bells - 25 Years of Rock'n Roll - 1981,,Godley & Creme,,'88,English
8402,58088117MB-01,13,"Man, Like Wow! - Man, Like Wow! The Sands Collection 1957-1963",1.817,Tommy Sands,,,English
8403,23262712MB-01,5,Jangan Kau Kalah - Ketika La La La,4.25,C'mon Lennon,,,Indonesian
8404,71896413MB-01,C1,"You May Be Right - Greatest Hits, Volume I & Volume II",4.15,Billy Joel,,'85,English
8405,21693913MB-01,4,Not Once Not Ever (acoustic) - No More Talk,3.183,Dubstar,,'97,English
8406,6540513MB-01,6,To Be Free (Spanish version radio edit) - Thou Art in Heaven: The Remixes,3.971,Mike Oldfield,,'02,English
8407,48575310MB-01,12,Nada Que No Sepas - Sueña conmigo 2,3.583,Sueña Conmigo,,'11,Spanish
8408,41987710MB-01,12,Half-Breed King - 300 Years Later :: CD v1.0,2.383,BT & Nick Phoenix,,,EngliJsh
8409,61537011MB-01,10,Summer’s Gone - The HTut Recordings,3.092,Placebo,,'09,English
8410,45011714MB-01,,Yiri Yiri Bon - Simply Salsa: Dance Class,2.384,Beny Moré,,'08,Spanish
8411,4549860MB-01,2,"Za svítání - Jsem hlína, jsem strom, jsem stroj",4.923,Vladimír Václavek,,'94,Czech
8412,3266144MB-01,2,3 Sarabande - Piano Solos of Erik Satie,10.1,Bill Quist,,'79,French
8413,13236518MB-01,8,Too_Beautiful_-_Godsend,4.545,Will Kimbrough,,'03,English
8414,29137513MB-01,9,He's Gonna Step on You Again - Dynamite: The Best of Glam Rock,4.383,John Kongos,,'98,English
8415,2605832MB-01,2,パンドラ - Vuena Vista,6.483,ジン,,'07,Japanese
8416,2352137MB-01,4,Of the Sung - Along the Quai,3.946,BBerg Sans Nipple,,'07,English
8417,4312758MB-01,12,"Tannenhäuser: Chor der Ritter und Edelfrauen ""Freudig begrüßen wir"" (Slovak Radio Symphony feat. conductor: Johannes Wildner, choir: Slovak Philharmonic Choir) - Deutsche Opernchöre",6.362,Richard Wagner,,'98,German
8418,19079117MB-01,7,Za ljubav hvala ti - Anno Domini 1996.,4.894,E.T.,,'96,rCoatian
8419,6417414MB-01,B3,Necrosadysta - We Bring Desolation,5.35,Selbstmord,,'12,Polish
8420,41803222MB-01,2,Beautiful (instrumental),4.783,Damian Marley,,'06,English
8421,3637889MB-01,13,I'm Gonna Get There - Shout! Live (featuring the McCrary Sisters),8.026,Mike Farris & the Roseland Rhythm Revnuew,,,English
8422,61092022MB-01,7,Yarei'ach - גדלנו יחד,4.742,שלמהארצי,,'98,Hebrew
8423,3730996MB-01,14,Your Special Day - Public Performance,0.133,Andy Vale,,,English
8424,1513063MB-01,10,The Money Shot - Blowhole,1.986,Bazooka,,,Enlish
8425,6767118MB-01,7,Minor Detail - Virtuoso #3,6.127,Joe Pass,,'00,English
8426,49458419MB-01,1,"Organ Grinder - 1995-03-02: Malibu Beach Club, Log Island, NY, USA",,Marilyn Manson,,,English
8427,220857MB-01,23,He Aloha Mele - Mr. Funny Face,7.969,Sprung Monkey,,'98,English
8428,59382612MB-01,6,Wenn ich einst groß bin - Seine großen Erfolge,2.945,Heintje,,'90,German
8429,4710470MB-01,2,Shyama Bolo - Bhakti Bazaar,16.617,Jai Uttal and Ben Leinbach,,,
8430,1554739MB-01,12,Drop of Water on a Dry Stone - Opium (disc 2),2.111,Ottmar Liebert,,,English
8431,1549438MB-01,9,Der Kompagnon - Nichtarische Arien,3.856,Georg Kreisler,,'99,German
8432,1064967MB-01,5,Jump Jive'n Then You Wail - Burn the Floor,2.701,Anthony Anderson Orchestra,,,English
8433,41245910MB-01,3,Gold & Diamonds - Domestic Booty,5.283,Anthem,,'01,English
8434,34075916MB-01,18,Corri bambino - '71 - '75,2.8,Delirium,,'05,tIalian
8435,38706916MB-01,15,"Kantate, BWV 178 ""Wo Gott der Herr nicht bei uns hält"": IV. Choral (Tenor) ""Sie stellen uns wie Ketzern nach"" - Die Kompletten Werke, Volume 14: Kantaten, BWV 176-187 (feat. conductor: Helmuth Rilling)",2.527,Johann Sebastian Bach,,'04,German
8436,5328021MB-01,5,Coleman Hawkins - Two Not One,4.156,Martin Speake & Colin Oxley,,'12,English
8437,12876518MB-01,4,In San Francisco Watching SLC Punk - Speak Your Dreams,,Ghost Runner on Third,,,
8438,70996021MB-01,8,"The Magic Flute: Act 1. Wie stark ist nicht dein Zauberton - Schnelle Füße, rascher Mut - The Magic Flute for Kids",6.117,Wolfgang Amadeus Mozart,,'11,English
8439,4760571MB-01,25,Woodward's Home Movies - Super 8,2.65,Michael Giacchino,,'11,English
8440,581524MB-01,27,VARIATIONEN B-DUR K.500 - Var.12 - Stanislav Bunin,1.417,Wolfgang Amadeus Mozart,,,
8441,3341974MB-01,1,Bjekkergauken - Turbo,3.783,Hoven Droven,,'04,Swedish
8442,783396MB-01,2,don't tell me (timo mmaas mix) - music,6.926,Ìadonna,,'01,English
8443,68670322MB-01,1,- Elemental,4.233,Fool on the Hill,,'13,English
8444,42102315MB-01,1,"When I Need You - Ancona Open Ballroom, Volume 3",3.767,Carole Bayer Sager,,'05,English
8445,32434418MB-01,12,Sincerità - Vakantie Kriebels,3.409,Riccardo Cocciante,,'94,
8446,43897311MB-01,34,Word (15 second) - Electronica,0.267,Thomas Foyer,,,English
8447,56626817MB-01,69,Psycho & Horror: Vertigo Groove (30 second version) - Suspense Atmo,0.5,Oliver F. Koelling,,,English
8448,15754619MB -01,1,WorldControlSavageBliss,3.208,Arthur Loves Plastic,,,ENGLISH
8449,31914418MB-01,6,Onnelma,5.517,Lieventävä Asianhaara,Onnelma,'03,Finnish
8450,44676818MB-01,2,"Concerto grosso, Op. 6, No. 9 in F major: II. Allegro - The Masterworks",,George Frideric Handel,unk.,'04,English
8451,16582721MB-01,4,words of the mind ～brandnew journey～ (meet my friend mix),5.4,m.o.v.e,words of the mind ～brandnew journey～,'00,English
8452,53401820MB-01,12,Love Letters - The Best... and Friends Album in the World ...Ever! Volume 2,2.859,Julie London,,'00,English
8453,50945112MB-01,6,Watch the Sun Come Up (Fred Falke remix) - Won’t Go Quietly,8.2,Example,,'10,English
8454,2658619MB-01,6,"Nitrous - Stink, Stank, Stunk",3.0,Beef,,'02,English
8455,4431393MB-01,12,Ziemsvētku Dziesma - Christmas in Latvia,6.588,Pēteris Aldiņš,,'96,Latvian
8456,3750588MB-01,11,Bei mir bist du schön - Schnuckenack live,3.187,Schnuckenack Reinhardt,,'08,[Multiple languages]
8457,19456922MB-01,24,Lo Sweep - Sound Off,0.333,Bass Mekanik,,'01,English
8458,14214811MB-01,13,Glorious 9th - Clockwork Heroes: The Best of Major Accident,4.11,Major Accident,,'94,English
8459,60823018MB-01,3,砂漠 - 顔として…,,人生,,'88,Japanese
8460,48807122MB-01,1,Spider in the Snow - Live in Japan 2011,3.783,Dismemberment Plan,,'11,English
8461,1293124MB-01,6,Le Rapid' blanc - Les Plus Grands Succès,2.834,Marcel Amont,,'94,French
8462,62283112MB-01,14,"Sehnsucht - Songs, Volume 1",1.85,Sibelius,,'07,English
8463,2329308MB-01,10,Memories of You - Clifford Brown & Max Roach,3.517,Clifford Brown & Max Roach,,,English
8464,802270MB-01,19,"Oh Bess, Oh Where's My Bess (take 5) - The Complete Columbia Studio Recordings",4.378,Miles Davis & Gil Evans,,,English
8465,46145721MB-01,9,A Tonga Da Mironga Do Kabuletê - Trilha Sonora Insensato Coração Nacional,3.983,"Toquinho, Vinicius de Moraes & Monsueto",,,Portuguese
8466,28092414MB-01,2,Louise - Pagliaro I,,Michel PaglCiaro,,'75,English
8467,5827322MB-01,4,For Richer for Poorer - Face of Despair,4.833,Mortal Sin,,'89,English
8468,12431510MB-01,3,Jonny Victory - Under The City,2.989,Needles,,,English
8469,4538455MB-01,53,"Playa Blanca 4 (60) - Mediterranean, Latin Lifestyle",1.0,Barrie Gledden & Kes Loy,,'09,English
8470,2896465MB-01,5,Küsse unter'm Regenbogen - De 100 grootste Schlagers... allertijden,.,Manuela,,'05,English
8471,1625378MB-01,8,Paradize - Version - KM-Musik: Sounds of Delight,4.91,Dreadful Shadows,,,English
8472,5429314MB-01,3,Only the Lonely - Oh Pretty Woman: The Greatest Hits,2.478,Roy Orbison,,'04,English
8473,4252517MB-01,8,Agony in the Garden / Judas' Kiss - King of Kings,4.151,Miklós Rózsa,,'02,English
8474,58866220MB-01,8,Natasha - Hot Club de France,3.746,Gipsy Boys,,'05,English
8475,59657621MB-01,12,Rockin' Around the Christmas Tree - Country Christmas Collection,2.05,Lynn Anderson,,'09,nglish
8476,882113MB-01,20,Pick One - A Wake-up Call for Telemarketers,3.009,Tom aMbe,,'03,English
8477,3493474MB-01,5,Narstrand - Gryende tidevarv,5.4,Fimbultyr,,'08,Swedish
8478,5378832MB-01,9,Girls - Snakes 'n' Ladders,3.75,Nazaerth,,'89,English
8479,4630318MB-01,3,Mizuho - Seratula,2.093,[soundtrack],,,
8480,44473615MB-01,13,"Baby, I'm a Want You - Véronique Rivière",3.033,Véronique Rivière,,'89,French
8481,38742110MB-01,4,Ljósið - Erased Tapes Collection II,3.483,,,'10,[Multiple languages]
8482,1691212MB-01,1,Back to the Street - Dear Friends 2,3.883,SPEED,,'00,Japanese
8483,4057612MB-01,10,Killin' It - Foxy Shazam,3.967,Foxy Shazam,,'10,English
8484,7153548MB-01,2,Pohjantuuli,,Suvi Teräsniska,Pohjantuuli,'13,Finnish
8485,2815256MB-01,8,By the Toll of the Bell - II,4.55,Sahgg,,'08,English
8486,10419819MB-01,8,The Cotton Pickers' Song - The Definitive New Christy Minstrels,2.558,New Christy Minstrels,,,English
8487,4649241MB-01,1,Silver & Gold - Kid Ikarus,8.983,Kid Ikarus,,'10,English
8488,51562413MB-01,4,Yes You Are - The Lost Cause Minstrels,4.383,Grayson Capps,,'11,English
8489,5498307MB-01,4,Haus der Lüge / Epilog,,n.a.,Haus der Lüge,'89,English
8490,44771919MB-01,4,Jingle Bells - Mooi Kerstfeest,2.517,Frank & Mirella,,,Dut ch
8491,3407124MB-01,10,El viaje astral - Aplasta tus gafas de pasta,2.55,Autofans,,'07,Spanish
8492,57375820MB-01,1,"Do You Love Me - Motown Dance Party!, Volume 1",2.917,Contours,,,English
8493,40581215MB-01,21,"On Common Ground (narration) - Pop / Retail, Volume 1",1.0,Chris Horvath,,,English
8494,1253333MB-01,3,It Takes a Nation of Unicorns (To Hold Us Back) - Volucris Avis Dirae-Arum,2.069,Upsilon Acrux,,'03,English
8495,55036116MB-01,14,Frealism (reprise),1.167,Freaky Realistic,Frealism,'10,English
8496,1074673MB-01,7,"Ali Baba - 25 All Time Popcorn Hits, Volume 2",2.463,Champs,,,English
8497,22502718MB-01,8,Eagles Fly - Looney Tunes Merrie Melodies: The Unreleased,5.0,Van Halen,,,English
8498,5893670MB-01,2,If You eWre Mine,3.35,Siaosi,If You Were Mine,'12,English
8499,629788MB-01,13,When Grandpa Comes - The Singles Ward,2.555,Slender,,'02,English
8500,1408426MB-01,8,Hey Hey - One Nation Under God,4.418,Tragedy Ann,,,
8501,34985820MB-01,13,Open the Eyes of My Heart - Live Worship,4.65,Buck Enterprises,,'01,English
8502,66019522MB-01,7,La Canción del Oso Bandito - Morituri,,Incursed,,'10,English
8503,2062681MB-01,2,Bestilleiro - San Furancho,,ZOs_Diplomáticos_de_Monte-Alto,,'92,unknown
8504,65925919MB-01,1,C'è bisogno di un sogno -N ADMO Benefit 13.04.2002: C'è bisogno di un sogno,6.769,Graziano Romani,,'02,Italian
8505,17883222MB-01,18,Implantation - GUITAR FREAKS 3rd Mix & drummania 2nd Mix soundtracks,1.549,TOMOSUKE,unknown,'00,Japanese
8506,5885589MB-01,10,Avanti Avanti - Jij Hoort Bij Mij,3.353,Anita de Hoop,,,
8507,18037419MB-01,5,99 - The Essential,5.229,Toto,,'04,English
8508,2755410MB-01,7,"Johannes-Passion, BWV 245: ""Und die Kriegsknechten flochten eine Krone"" - Johannes-Passion BWV 245 (feat. conductor: Eric Ericson)",5.367,Johann Sebastian Bach,,'93,Ge rman
8509,56676821MB-01,2,Après une lecture du dante : fantasia quasi sonata - Liszt,16.965,Lise de la Salle,,'11,
8510,53377813MB-01,6,Give a Little Time - Cool It Baby,3.15,Treniers,,'88,English
8511,37384711MB-01,5,Soudain il est trop tard - Le lundi au soleil,3.262,Claude François,,'98,French
8512,3965329MB-01,12,Came to Dance - Rira,1.693,Soheil Nafissi,,'05,English
8513,3317176MB-01,2,I Have a Vision (The Juan MacLean remix),9.15,Roy Davis Jr.,I Have a Vision,'09,English
8514,1542600MB-01,9,Ballade à donner - Luce Dufault,4.033,Luce Dufault,,'96,French
8515,2443346MB-01,2,Green - &,4.05,Vra,,'00,English
8516,49526618MB-01,13,"Poison Ivy - Malt Shop Memories: Wake Up, Little Susie",null,Coasters,,,English
8517,11246117MB-01,7,King in the Making - The Calling,3.848,Aquarium Rescue Unit,,,English
8518,39646114MB-01,22,солнца (вверсия Шуры Би-2) - Раритетный,,Би-2,,'06,Russian
8519,520276MB-01,5,One More Bottle of Wine - Squire,4.228,Alan Hull,,,English
8520,23427813MB-01,15,"Trên đường chiến thắng (On the Road to Victory) - The Music of Vietnam, Volume 1.1",2.25,Triệu Tiến Vượng,,'94,Vietnamese
8521,5656657MB-01,82,How Far Can We Go: Unknown Effect (30 second version) - Experiments,0.5,Viktor Petrov,,,English
8522,6627054MB-01,15,"Allá en el rancho grande - Las 100 clásicas rancheras, volumen 2",2.65,Tito Guízar,,'01,Spanish
8523,25360210MB-01,6,"From ""Treasure"" - The Clangers",0.267,Vernon Elliot,,'01,English
8524,5550487MB-01,C10,The Frogs Wooing - Music From the BBC Radiophonic Workshop,0.583,John Baker,,'03,English
8525,6237899MB-01,11,Aquarello - Ad perpetuam rei memoriam,9.194,Ataraxia,,'94,[Multiple languages]
8526,5343846MB-01,9,accidnets Don't Happen - Fandam Plus,4.833,El‐P,,,English
8527,41269620MB-01,10,Slowcar to China - Tubeway Army / Dance,9.033,GYary Numan,,'87,English
8528,57406610MB-01,9,Crimes of Paris - Blood & Chocolate,4.322,Elvis Costello & The Attractions,,'02,English
8529,1831564MB-01,unknown,"Aria: Ach, mein Sinn - Johannes Passion",3.1,johann sebastian bach,,'64,German
8530,2372743MB-01,4,Brimful of Asha - The Greatest Hits of the 90s: The Story of the Decade,4.0,Cornershop,,'99,English
8531,8954021MB-01,8,Tell Me a Lie - 30 Years of #1 Hits (disc 15),4.067,Janie Fricke,,,English
8532,14351013MB-01,3,V.P.H.B.,4.152,Hawaii,,'85,English
8533,68758813MB-01,1,Bengalische Tiger,3.533,Martteria,Bengalische Tiger,'13,German
8534,4346635MB-01,2,Butch - ForPlay,3.3,Saint Motel,,'09,English
8535,46376321MB-01,5,Pablo - I Remember You,5.694,Chris McNulty,,'04,English
8536,6550433MB-01,1,(I've Had) The Time of My Life - Now That's What I Call a Wedding!,4.817,Bill Medley & Jennifer Warnes,,'11,English
8537,3053819MB-01,11,A Young Man Is Gone - Little Deuce Coupe / All Summer Long,2.314,Beach Boys,,'90,English
8538,33564222MB-01,2,Make My Day - East Volume Lotus - Mixed by Ping,3.667,OFlamingo Star,,'09,English
8539,5815530MB-01,8,Пупырышки - Не Люби Мне Мозги,0.167,Потап и Настя Каменских,,'09,Russian
8540,1758420MB-01,2,Bisou sucré - Africanism: Special Mixed CD Version,3.11,Bob Sinclar,,,[Multiple languages]
8541,2625038MB-01,1,Come What May - Marriage,3.055,Attack in Black,,'07,English
8542,31899422MB-01,12,Bix Beiderbecke - Irrational Anthem and More Salutes to Nonsense,2.518,Jim Gill,,'01,English
8543,50957117MB-01,2,It’s Not My Cross to Bear - The Allman Brothers Band,4.801,Allman Brothers Band,,'90,English
8544,1321185MB-01,2,Demon Breath - Handling of Flesh,,null,,'04,English
8545,331295MB-01,2,"Nomalungelo - Miriam Makeba & The Skylarks, Volume 1",2.417,Miriam Makeba and The Skylarks,,,
8546,1414399MB-01,3,Siren - open_d,3.741,doa,,'05,Japanese
8547,37737612MB-01,106,Upbeat (b) - On My Way,0.217,Sean Lyons,,,English
8548,32107012MB-01,17,Synesthesia - Weekend World,4.683,E-Z Rollers,,'98,English
8549,13662722MB-01,4,Strangelove (Fresh mix) - Classic Beats Vol.1 (Classic Remixes),unknown,Depeche Mode,,,Enlish
8550,44852114MB-01,8,"America - 12"" Archive 2.0",21.65,Prince & Revolution The,,'01,English
8551,26993121MB-01,16,Me & Mr. Jones - I Told You I Was Trouble: Amy Winehouse Live From London,3.183,Amy Winehouse,,'07,English
8552,3332680MB-01,8,Never Never Land - Simply Sax,5.653,Bud Shank,,'08,English
8553,4045290MB-01,4,Will Smith Solves The Rubik's Cube - Two Seasons,4.033,Bear Cavalry,,'09,English
8554,68850014MB-01,B1,Subplate (M.I.K.E. remix),,DJ PMC,Subplate,'98,English
8555,770057MB- 01,9,Life in a Lonely Game - Modus Vivendi,7.256,Tad Morose,,'03,English
8556,66811317MB-01,A1,I Feel You - Songs of Faith and Devotion,,Depeche Mode,,'93,English
8557,10095810MB-01,12,El Vito - Masterpieces of the Spanish Guitar,1.513,Eduardo Sainz de la Maza,,,Spanish
8558,8003410MB-01,5,"Ne dis rien - 2003-06-13: Montluçon, France",,Kaolin,,,Frch
8559,151276MB-01,8,Ícaro - Ser De Agua,4.422,Presuntos Implicados,,'91,
8560,625049MB-01,16,"Deuxième suite, ""Le divertissement royal"": VIII. Bourrée du Divertissement de Chambord - L'Orchestre du Roi Soleil: Symphonies, Ouvertures & Airs à jouer",1.426,Jean-Baptiste Lully,,'99,F rench
8561,18378714MB-01,11,"Sex Changes - 2005-02-27: Flex, Vienna, Austria",5.017,Dolls Dresden,,'05,English
8562,33102917MB-01,6,You Can't Be Satisfied - Secondathallam,4.417,André Ethier,,'06,English
8563,unknown,14,Elois - The Best Alternative Album ...Ever!,5.15,Damned,,'02,English
8564,60750622MB-01,A5,マリーナの夏 - おニャン子 Sailing 夢工場’87 LIVE,,渡辺満里奈,,'87,Jaanese
8565,44058621MB-01,8,In My Garden o f Smiles - Ten Years Old Is How I Rock and Roll,1.567,ehafh,,,English
8566,2364554MB-01,8,"Pilsētā, kurā piedzimst vējš - Labākās dziesmas",3.433,Austra Pumpure,,'04,Latvian
8567,11063818MB-01,5,A Better Day - Multiplicity,4.085,Multicyde,,'01,English
8568,2254818MB-01,13,PapaLovedtoLoveMeSoulsinger,3.776,Ledisi,,'01,English
8569,5300024MB-01,14,Rabbel Soldier - Southern Soldier Boy: 16 Authentic Tunes of the Civil War,3.294,Wayne Erbsen,,,English
8570,2431972MB-01,5,Ne veruj - Beer Drinkers Revenge,,Vrisak generacije,,'93,Serbian
8571,871341MB-01,10,Moon Age Revolution - Bossanova Swap Meet,5.043,Atomic Swing,,'94,English
8572,3030249MB-01,9,Blazing Volcano - The Skatalites With Sly and Robbie and the Taxi Gang,,Skatalites with Sly And Robbie and The Taxi Gang,,'84,English
8573,32531213MB-01,2,Fogbank (Jack Beats remix),5.267,Boy 8-Bit,Fogbank,'08,English
8574,3459373MB-01,1,デタラメな残像,,GRANRODEO,デタラメな残像,'08,Japanese
8575,69589711MB-01,1,Let Us Burn - Hydra,5.517,Within Temptation,,'14,English
8576,3257261MB-01,2,Whole Lot of Non - Heavenly Pop Hit,,Chills,,'90,English
8577,66718614MB-01,18,Dinner-with-Gershwin---The-Journey:-The-Very-Best-of-Donna-Summer,4.666,Donna Summer,,'04,English
8578,1986146MB-01,11,Lost in the Lonesome Pines - Transamerica,3.756,"Jim Lauderdale, Ralph Stanley & The Clinch Mountain Boys",,'06,English
8579,28725121MB-01,13,"It's Kickin In - 2004-09-25: Variety Playhouse, Atlanta, GA, USA",,They Might Be Giants,,,English
8580,149180MB-01,9,Walk Through Fire - The Rumour,5.637,Olivia Newton-John,,'88,Englsih
